"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"03-0065","Ammonia","2,060.400","2,060.400","0.000","FALSE"
"03-0065","Toluene","22.321","22.321","0.000","FALSE"
"03-0065","Xylenes (mixed) including:","16.552","16.552","0.000","FALSE"
"03-0065","Formaldehyde","10.371","10.371","0.000","FALSE"
"03-0065","Ethyl benzene","5.769","5.769","0.000","FALSE"
"03-0065","Benzene","4.876","4.876","0.000","FALSE"
"03-0065","Hexane","3.846","3.846","0.000","FALSE"
"03-0065","Total - Heavy Metals Only","2.696","0.000","2.696","TRUE"
"03-0065","Manganese","2.671","0.000","2.671","TRUE"
"03-0065","Acetaldehyde","2.610","2.610","0.000","FALSE"
"03-0065","Acrolein","1.648","1.648","0.000","FALSE"
"03-0065","Naphthalene","0.206","0.206","0.000","FALSE"
"03-0065","Phenanthrene","0.117","0.117","0.000","FALSE"
"03-0065","Pyrene","0.034","0.034","0.000","FALSE"
"03-0065","3-Methylcholanthrene","0.012","0.012","0.000","FALSE"
"03-0065","Cobalt","0.008","0.000","0.008","TRUE"
"03-0065","Nickel","0.008","0.000","0.008","TRUE"
"03-0065","Chromium","0.008","0.000","0.008","TRUE"
"03-0093","Total - All Pollutants","2,800.215","2,800.215","0.000","NA"
"03-0093","Acetaldehyde","2,660.223","2,660.223","0.000","FALSE"
"03-0093","Ammonia","86.464","86.464","0.000","FALSE"
"03-0093","Hexane","48.636","48.636","0.000","FALSE"
"03-0093","Formaldehyde","2.026","2.026","0.000","FALSE"
"03-0093","Total - Heavy Metals Only","1.063","1.063","0.000","TRUE"
"03-0093","Zinc","0.784","0.784","0.000","TRUE"
"03-0093","Toluene","0.716","0.716","0.000","FALSE"
"03-0093","Xylenes (mixed) including:","0.532","0.532","0.000","FALSE"
"03-0093","Ethyl benzene","0.186","0.186","0.000","FALSE"
"03-0093","Benzene","0.157","0.157","0.000","FALSE"
"03-0093","Barium","0.119","0.119","0.000","FALSE"
"03-0093","Acrolein","0.073","0.073","0.000","FALSE"
"03-0093","Vanadium (fume or dust)","0.062","0.062","0.000","TRUE"
"03-0093","Nickel","0.057","0.057","0.000","TRUE"
"03-0093","Molybdenum trioxide","0.045","0.045","0.000","TRUE"
"03-0093","Chromium VI","0.038","0.038","0.000","TRUE"
"03-0093","Cadmium","0.030","0.030","0.000","TRUE"
"03-0093","Copper and compounds","0.023","0.023","0.000","TRUE"
"03-0093","Naphthalene","0.016","0.016","0.000","FALSE"
"03-0093","Manganese","0.010","0.010","0.000","TRUE"
"03-0093","Mercury","0.007","0.007","0.000","TRUE"
"03-0093","Arsenic","0.005","0.005","0.000","TRUE"
"03-0093","Cobalt","0.002","0.002","0.000","TRUE"
"03-0093","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"03-0093","Selenium","0.001","0.001","0.000","TRUE"
"03-0093","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-0093","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0093","Beryllium","0.000","0.000","0.000","FALSE"
"03-0093","Pyrene","0.000","0.000","0.000","FALSE"
"03-0093","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0093","Fluorene","0.000","0.000","0.000","FALSE"
"03-0093","Anthracene","0.000","0.000","0.000","FALSE"
"03-0093","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0093","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0093","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0093","Chrysene","0.000","0.000","0.000","FALSE"
"03-0093","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0093","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0093","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0093","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0093","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0093","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0093","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0098","Total - All Pollutants","798.236","798.236","0.000","NA"
"03-0098","Aluminum","564.046","564.046","0.000","FALSE"
"03-0098","Ammonia","134.664","134.664","0.000","FALSE"
"03-0098","Hexane","75.748","75.748","0.000","FALSE"
"03-0098","Total - Heavy Metals Only","17.659","17.659","0.000","TRUE"
"03-0098","Copper and compounds","8.569","8.569","0.000","TRUE"
"03-0098","Nickel","3.405","3.405","0.000","TRUE"
"03-0098","Formaldehyde","3.156","3.156","0.000","FALSE"
"03-0098","Manganese","2.835","2.835","0.000","TRUE"
"03-0098","Zinc","2.550","2.550","0.000","TRUE"
"03-0098","Toluene","1.115","1.115","0.000","FALSE"
"03-0098","Xylenes (mixed) including:","0.829","0.829","0.000","FALSE"
"03-0098","Ethyl benzene","0.290","0.290","0.000","FALSE"
"03-0098","Benzene","0.244","0.244","0.000","FALSE"
"03-0098","Barium","0.185","0.185","0.000","FALSE"
"03-0098","Acetaldehyde","0.130","0.130","0.000","FALSE"
"03-0098","Acrolein","0.114","0.114","0.000","FALSE"
"03-0098","Vanadium (fume or dust)","0.097","0.097","0.000","TRUE"
"03-0098","Molybdenum trioxide","0.069","0.069","0.000","TRUE"
"03-0098","Chromium VI","0.061","0.061","0.000","TRUE"
"03-0098","Cadmium","0.046","0.046","0.000","TRUE"
"03-0098","Naphthalene","0.026","0.026","0.000","FALSE"
"03-0098","Nitric acid","0.024","0.024","0.000","FALSE"
"03-0098","Mercury","0.011","0.011","0.000","TRUE"
"03-0098","Arsenic","0.008","0.008","0.000","TRUE"
"03-0098","Cobalt","0.004","0.004","0.000","TRUE"
"03-0098","Manganese compounds","0.002","0.002","0.000","TRUE"
"03-0098","Hydrogen fluoride","0.002","0.002","0.000","FALSE"
"03-0098","Selenium","0.001","0.001","0.000","TRUE"
"03-0098","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"03-0098","Lead","0.001","0.001","0.000","TRUE"
"03-0098","Phenanthrene","0.001","0.001","0.000","FALSE"
"03-0098","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"03-0098","Beryllium","0.001","0.001","0.000","FALSE"
"03-0098","Pyrene","0.000","0.000","0.000","FALSE"
"03-0098","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0098","Fluorene","0.000","0.000","0.000","FALSE"
"03-0098","Anthracene","0.000","0.000","0.000","FALSE"
"03-0098","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0098","Chrysene","0.000","0.000","0.000","FALSE"
"03-0098","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0098","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0098","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0098","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0098","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0098","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0098","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0098","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0098","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-1791","Total - All Pollutants","18,985.025","18,985.025","0.000","NA"
"03-1791","Acetaldehyde","10,239.679","10,239.679","0.000","FALSE"
"03-1791","Methanol","7,214.194","7,214.194","0.000","FALSE"
"03-1791","Ammonia","700.800","700.800","0.000","FALSE"
"03-1791","Hexane","394.200","394.200","0.000","FALSE"
"03-1791","Formaldehyde","178.925","178.925","0.000","FALSE"
"03-1791","Acrolein","132.891","132.891","0.000","FALSE"
"03-1791","Propionaldehyde","101.700","101.700","0.000","FALSE"
"03-1791","Total - Heavy Metals Only","8.617","8.617","0.000","TRUE"
"03-1791","Zinc","6.351","6.351","0.000","TRUE"
"03-1791","Toluene","5.803","5.803","0.000","FALSE"
"03-1791","Xylenes (mixed) including:","4.314","4.314","0.000","FALSE"
"03-1791","Ethyl benzene","1.511","1.511","0.000","FALSE"
"03-1791","Benzene","1.270","1.270","0.000","FALSE"
"03-1791","Barium","0.964","0.964","0.000","FALSE"
"03-1791","Vanadium (fume or dust)","0.504","0.504","0.000","TRUE"
"03-1791","Nickel","0.460","0.460","0.000","TRUE"
"03-1791","Molybdenum trioxide","0.361","0.361","0.000","TRUE"
"03-1791","Chromium VI","0.307","0.307","0.000","TRUE"
"03-1791","Cadmium","0.241","0.241","0.000","TRUE"
"03-1791","Copper and compounds","0.186","0.186","0.000","TRUE"
"03-1791","Naphthalene","0.134","0.134","0.000","FALSE"
"03-1791","Manganese","0.083","0.083","0.000","TRUE"
"03-1791","Mercury","0.057","0.057","0.000","TRUE"
"03-1791","Arsenic","0.044","0.044","0.000","TRUE"
"03-1791","Cobalt","0.018","0.018","0.000","TRUE"
"03-1791","2-Methyl naphthalene","0.005","0.005","0.000","FALSE"
"03-1791","Selenium","0.005","0.005","0.000","TRUE"
"03-1791","Phenanthrene","0.004","0.004","0.000","FALSE"
"03-1791","7,12-Dimethylbenz[a]anthracene","0.004","0.004","0.000","FALSE"
"03-1791","Beryllium","0.003","0.003","0.000","FALSE"
"03-1791","Pyrene","0.001","0.001","0.000","FALSE"
"03-1791","Fluoranthene","0.001","0.001","0.000","FALSE"
"03-1791","Fluorene","0.001","0.001","0.000","FALSE"
"03-1791","Anthracene","0.001","0.001","0.000","FALSE"
"03-1791","Chrysene","0.000","0.000","0.000","FALSE"
"03-1791","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-1791","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-1791","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-1791","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-1791","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-1791","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-1791","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-1791","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-1791","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-1791","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-2145","Total - All Pollutants","3,088.191","3,087.710","0.481","NA"
"03-2145","Hexane","2,715.248","2,715.248","0.000","FALSE"
"03-2145","Formaldehyde","125.376","125.376","0.000","FALSE"
"03-2145","Total - Heavy Metals Only","103.947","103.465","0.481","TRUE"
"03-2145","Zinc","43.746","43.746","0.000","TRUE"
"03-2145","Toluene","38.314","38.314","0.000","FALSE"
"03-2145","Methylene chloride","31.562","31.562","0.000","FALSE"
"03-2145","Manganese","28.248","27.950","0.298","TRUE"
"03-2145","Acetaldehyde","24.267","24.267","0.000","FALSE"
"03-2145","Nickel","22.926","22.926","0.000","TRUE"
"03-2145","Hydrochloric acid","19.471","19.471","0.000","FALSE"
"03-2145","Acrolein","15.184","15.184","0.000","FALSE"
"03-2145","Lead","3.993","3.816","0.178","TRUE"
"03-2145","Methyl chloroform","3.863","3.863","0.000","FALSE"
"03-2145","Benzene","3.336","3.336","0.000","FALSE"
"03-2145","Phosphorus","3.250","3.250","0.000","FALSE"
"03-2145","Arsenic","2.591","2.591","0.000","TRUE"
"03-2145","o-Xylene","1.900","1.900","0.000","FALSE"
"03-2145","Cadmium","1.900","1.900","0.000","TRUE"
"03-2145","m-Xylene","1.435","1.435","0.000","FALSE"
"03-2145","Naphthalene","0.920","0.920","0.000","FALSE"
"03-2145","Mercury","0.398","0.392","0.006","TRUE"
"03-2145","Cobalt","0.127","0.127","0.000","TRUE"
"03-2145","2-Methyl naphthalene","0.036","0.036","0.000","FALSE"
"03-2145","Phenanthrene","0.026","0.026","0.000","FALSE"
"03-2145","Selenium","0.018","0.018","0.000","TRUE"
"03-2145","7,12-Dimethylbenz[a]anthracene","0.012","0.012","0.000","FALSE"
"03-2145","Beryllium","0.009","0.009","0.000","FALSE"
"03-2145","Pyrene","0.008","0.008","0.000","FALSE"
"03-2145","Fluoranthene","0.005","0.005","0.000","FALSE"
"03-2145","Fluorene","0.004","0.004","0.000","FALSE"
"03-2145","Anthracene","0.004","0.004","0.000","FALSE"
"03-2145","3-Methylcholanthrene","0.001","0.001","0.000","FALSE"
"03-2145","Benz[a]anthracene","0.001","0.001","0.000","FALSE"
"03-2145","Acenaphthylene","0.001","0.001","0.000","FALSE"
"03-2145","Indeno[1,2,3-cd]pyrene","0.001","0.001","0.000","FALSE"
"03-2145","Benzo[k]fluoranthene","0.001","0.001","0.000","FALSE"
"03-2145","Acenaphthene","0.001","0.001","0.000","FALSE"
"03-2145","Benzo[b]fluoranthene","0.001","0.001","0.000","FALSE"
"03-2145","Chrysene","0.001","0.001","0.000","FALSE"
"03-2145","Benzo[g,h,i]perylene","0.001","0.001","0.000","FALSE"
"03-2145","Benzo[a]pyrene","0.001","0.001","0.000","FALSE"
"03-2145","Dibenz[a,h]anthracene","0.001","0.001","0.000","FALSE"
"03-2145","Dibenzofuran","0.000","0.000","0.000","FALSE"
"03-2145",NA,"0.000","0.000","0.000","FALSE"
"03-2505","Total - All Pollutants","223.488","140.646","82.842","NA"
"03-2505","Ammonia","86.816","86.816","0.000","FALSE"
"03-2505","Total - Heavy Metals Only","83.909","1.068","82.842","TRUE"
"03-2505","Hexane","48.834","48.834","0.000","FALSE"
"03-2505","Cobalt","41.324","0.002","41.322","TRUE"
"03-2505","Manganese","23.211","0.010","23.201","TRUE"
"03-2505","Chromium VI","18.309","0.038","18.271","TRUE"
"03-2505","Formaldehyde","2.035","2.035","0.000","FALSE"
"03-2505","Zinc","0.787","0.787","0.000","TRUE"
"03-2505","Toluene","0.719","0.719","0.000","FALSE"
"03-2505","Xylenes (mixed) including:","0.534","0.534","0.000","FALSE"
"03-2505","Ethyl benzene","0.187","0.187","0.000","FALSE"
"03-2505","Benzene","0.157","0.157","0.000","FALSE"
"03-2505","Barium","0.119","0.119","0.000","FALSE"
"03-2505","Nickel","0.105","0.057","0.048","TRUE"
"03-2505","Acetaldehyde","0.084","0.084","0.000","FALSE"
"03-2505","Acrolein","0.073","0.073","0.000","FALSE"
"03-2505","Vanadium (fume or dust)","0.062","0.062","0.000","TRUE"
"03-2505","Molybdenum trioxide","0.045","0.045","0.000","TRUE"
"03-2505","Cadmium","0.030","0.030","0.000","TRUE"
"03-2505","Copper and compounds","0.023","0.023","0.000","TRUE"
"03-2505","Naphthalene","0.017","0.017","0.000","FALSE"
"03-2505","Mercury","0.007","0.007","0.000","TRUE"
"03-2505","Arsenic","0.005","0.005","0.000","TRUE"
"03-2505","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"03-2505","Selenium","0.001","0.001","0.000","TRUE"
"03-2505","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-2505","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-2505","Beryllium","0.000","0.000","0.000","FALSE"
"03-2505","Pyrene","0.000","0.000","0.000","FALSE"
"03-2505","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-2505","Fluorene","0.000","0.000","0.000","FALSE"
"03-2505","Anthracene","0.000","0.000","0.000","FALSE"
"03-2505","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-2505","Chrysene","0.000","0.000","0.000","FALSE"
"03-2505","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-2505","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-2505","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-2505","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-2505","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-2505","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-2505","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-2505","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-2505","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-2533","Total - All Pollutants","20,267.433","20,267.433","0.000","NA"
"03-2533","Acetaldehyde","10,424.771","10,424.771","0.000","FALSE"
"03-2533","Methanol","7,619.257","7,619.257","0.000","FALSE"
"03-2533","Ammonia","1,030.400","1,030.400","0.000","FALSE"
"03-2533","Hexane","579.600","579.600","0.000","FALSE"
"03-2533","Formaldehyde","235.014","235.014","0.000","FALSE"
"03-2533","Propionaldehyde","222.739","222.739","0.000","FALSE"
"03-2533","Acrolein","139.356","139.356","0.000","FALSE"
"03-2533","Total - Heavy Metals Only","12.493","12.493","0.000","TRUE"
"03-2533","Zinc","9.338","9.338","0.000","TRUE"
"03-2533","Barium","1.417","1.417","0.000","FALSE"
"03-2533","Toluene","1.095","1.095","0.000","FALSE"
"03-2533","Vanadium (fume or dust)","0.741","0.741","0.000","TRUE"
"03-2533","Benzene","0.676","0.676","0.000","FALSE"
"03-2533","Nickel","0.676","0.676","0.000","TRUE"
"03-2533","Chromium trioxide","0.451","0.451","0.000","TRUE"
"03-2533","Dichlorobenzenes (mixed isomers) including:","0.386","0.386","0.000","FALSE"
"03-2533","Molybdenum trioxide","0.354","0.354","0.000","TRUE"
"03-2533","Cadmium","0.354","0.354","0.000","TRUE"
"03-2533","Copper and compounds","0.274","0.274","0.000","TRUE"
"03-2533","Naphthalene","0.196","0.196","0.000","FALSE"
"03-2533","Manganese","0.122","0.122","0.000","TRUE"
"03-2533","Mercury","0.084","0.084","0.000","TRUE"
"03-2533","Arsenic","0.064","0.064","0.000","TRUE"
"03-2533","Cobalt","0.027","0.027","0.000","TRUE"
"03-2533","2-Methyl naphthalene","0.008","0.008","0.000","FALSE"
"03-2533","Selenium","0.008","0.008","0.000","TRUE"
"03-2533","Phenanthrene","0.006","0.006","0.000","FALSE"
"03-2533","7,12-Dimethylbenz[a]anthracene","0.005","0.005","0.000","FALSE"
"03-2533","Beryllium","0.004","0.004","0.000","FALSE"
"03-2533","Pyrene","0.002","0.002","0.000","FALSE"
"03-2533","Fluoranthene","0.001","0.001","0.000","FALSE"
"03-2533","Fluorene","0.001","0.001","0.000","FALSE"
"03-2533","Anthracene","0.001","0.001","0.000","FALSE"
"03-2533","Benz[a]anthracene","0.001","0.001","0.000","FALSE"
"03-2533","Indeno[1,2,3-cd]pyrene","0.001","0.001","0.000","FALSE"
"03-2533","Benzo[k]fluoranthene","0.001","0.001","0.000","FALSE"
"03-2533","Chrysene","0.001","0.001","0.000","FALSE"
"03-2533","Acenaphthene","0.001","0.001","0.000","FALSE"
"03-2533","Acenaphthylene","0.001","0.001","0.000","FALSE"
"03-2533","3-Methylcholanthrene","0.001","0.001","0.000","FALSE"
"03-2533","Benzo[b]fluoranthene","0.001","0.001","0.000","FALSE"
"03-2533","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-2533","Dibenz[a,h]anthracene","0.000","0.000","0.000","FALSE"
"03-2533","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-2624","Total - All Pollutants","423.243","421.218","2.026","NA"
"03-2624","Ammonia","260.003","260.003","0.000","FALSE"
"03-2624","Hexane","146.252","146.252","0.000","FALSE"
"03-2624","Formaldehyde","6.094","6.094","0.000","FALSE"
"03-2624","Total - Heavy Metals Only","3.197","3.197","0.000","TRUE"
"03-2624","Zinc","2.356","2.356","0.000","TRUE"
"03-2624","Toluene","2.153","2.153","0.000","FALSE"
"03-2624","Chromic(VI) Acid","2.026","0.000","2.026","FALSE"
"03-2624","Xylenes (mixed) including:","1.601","1.601","0.000","FALSE"
"03-2624","Ethyl benzene","0.561","0.561","0.000","FALSE"
"03-2624","Benzene","0.471","0.471","0.000","FALSE"
"03-2624","Barium","0.358","0.358","0.000","FALSE"
"03-2624","Acetaldehyde","0.252","0.252","0.000","FALSE"
"03-2624","Acrolein","0.219","0.219","0.000","FALSE"
"03-2624","Vanadium (fume or dust)","0.187","0.187","0.000","TRUE"
"03-2624","Nickel","0.171","0.171","0.000","TRUE"
"03-2624","Molybdenum trioxide","0.134","0.134","0.000","TRUE"
"03-2624","Chromium VI","0.114","0.114","0.000","TRUE"
"03-2624","Cadmium","0.089","0.089","0.000","TRUE"
"03-2624","Copper and compounds","0.069","0.069","0.000","TRUE"
"03-2624","Naphthalene","0.050","0.050","0.000","FALSE"
"03-2624","Manganese","0.031","0.031","0.000","TRUE"
"03-2624","Mercury","0.021","0.021","0.000","TRUE"
"03-2624","Arsenic","0.016","0.016","0.000","TRUE"
"03-2624","Cobalt","0.007","0.007","0.000","TRUE"
"03-2624","Selenium","0.002","0.002","0.000","TRUE"
"03-2624","2-Methyl naphthalene","0.002","0.002","0.000","FALSE"
"03-2624","Phenanthrene","0.001","0.001","0.000","FALSE"
"03-2624","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"03-2624","Beryllium","0.001","0.001","0.000","FALSE"
"03-2624","Pyrene","0.000","0.000","0.000","FALSE"
"03-2624","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-2624","Fluorene","0.000","0.000","0.000","FALSE"
"03-2624","Anthracene","0.000","0.000","0.000","FALSE"
"03-2624","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-2624","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-2624","Chrysene","0.000","0.000","0.000","FALSE"
"03-2624","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-2624","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-2624","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-2624","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-2624","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-2624","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-2624","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-2624","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-2631","Total - All Pollutants","234.294","66.578","167.716","NA"
"03-2631","Total - Heavy Metals Only","168.461","0.745","167.716","TRUE"
"03-2631","Chromium VI","149.455","0.661","148.794","TRUE"
"03-2631","Ammonia","64.275","64.275","0.000","FALSE"
"03-2631","Manganese","17.092","0.076","17.016","TRUE"
"03-2631","Nickel","1.914","0.008","1.906","TRUE"
"03-2631","Toluene","0.503","0.503","0.000","FALSE"
"03-2631","Xylenes (mixed) including:","0.375","0.375","0.000","FALSE"
"03-2631","Formaldehyde","0.234","0.234","0.000","FALSE"
